id,"number","description","customer","location",productionPerHour,peopleRequired
2065,"105792X","ULTRASONIC ESSENTIAL DIFFUSER KIT","HLL","495",1080,6
2064,"105792W","ULTRASONIC ESSENTIAL DIFFUSER KIT","HLL","495",1080,6
2063,"105792Y","ULTRASONIC ESSENTIAL DIFFUSER KIT","HLL","494",1080,6
2062,"105792V","UTRASONIC ESSENTIALS DIFFUSER KIT","HLL","495",1080,6
2061,"105792T","ULTRASONIC ESSENTIAL DIFFUSER KIT","HLL","495",1080,6
2060,"105756K","RING DROPS:STRAWBERRY WATERMELON-3MG","REJ","494",1800,5
2059,"105792R","ULTRASONIC ESSENTIAL DIFFUSER KIT","HLL","494",1080,6
2058,"105792P","UTRASONIC ESSENTIALS DIFFUSER KIT","HLL","495",1080,6
2057,"105792N","ULTRASONIC ESSENTIALS DIFFUSER KIT","HLL","495",1080,6
2056,"105792U","ULTRASONIC ESSENTIAL DIFFUSER KIT","HLL","495",1080,6
2055,"105756J","RING DROPS:STRAWBERRY WATERMELON-0MG","REJ","494",1800,5
2054,"105792S","ULTRASONIC ESSENTIAL DIFFUSER KIT","HLL","495",1080,6
2053,"105792Q","ULTRASONIC ESSENTIAL DIFFUSER KIT","HLL","495",1084,6
2052,"105792O","ULTRASONIC ESSENTIAL DIFFUSER KIT","HLL","495",1080,6
2051,"105790","Concealer Shrink Sleeve ","NMG","494",2400,4
2050,"105795","EYE TECH PERFECTION-BLACK","NMG","495",2800,5
2049,"105792M","ULTRASONIC ESSENTIAL DIFFUSER KIT","HLL","495",1080,6
2048,"105792K","ULTRASONIC ESSENTIAL DIFFUSER KIT","HLL","495",1080,6
2047,"105793F","SAD LIQUID LIP COLOR FIERY","SSL","494",1200,3
2046,"105792L","ULTRASONIC ESSENTIAL DIFFUSER KIT","HLL","495",1080,6
2045,"105792I","ULTRASONIC ESSENTIAL DIFFUSER KIT","HLL","495",1080,6
2044,"105792G","ULTRASONIC ESSENTIAL DIFFUSER KIT","HLL","495",1080,6
2043,"105792J","ULTRASONIC ESSENTIAL DIFFUSER KIT","HLL","495",1080,6
2042,"105792H","ULTRASONIC ESSENTIAL DIFFUSER KIT","HLL","495",1080,6
2041,"105792F","ULTRASONIC ESSENTIAL DIFFUSER KIT","HLL","495",1080,6
2040,"105792E","ULTRASONIC ESSENTIAL DIFFUSER KIT","HLL","495",1080,6
2039,"105792D","ultransonic essential deffuser kit","HLL","495",1080,6
2038,"105759B","EASYLINER-BLACK","NMG","495",2800,5
2037,"105792C","ULTRASONIC ESSENTIAL DIFFUSER KIT","HLL","495",1080,6
2035,"105792B","ultransonic essential deffuser kit","HLL","495",1080,6
2034,"105792","ultransonic essential deffuser kit","hll","494",1080,6
2033,"105637X","Lip Liner Shrink Sleeve- Bordeaux ","NMG","494",2400,3
2032,"105793","SAD LIQUID LIP COLOR- ARIA","SSL","949",1200,3
2031,"105656T","Lip Liner Shrink Sleeve-True Red","NMG","494",2400,3
2030,"105757","fOLDING AND GLUEING 3PCS CHIP BOX MTHCH","NMG","495",10000,3
2029,"105143","BANKED E/S TRIO-BRONZE GLOW","SSL","494",480,6
2028,"105791","SAD LIQUID LIP COLOR PATINA","SSL","494",1200,3
2027,"105765O","SAD LIQUID LIP COLOR-ROSA","SSL","949",1200,3
2026,"105637P","Lip Liner Shrink Sleeve- Pretty Pink","NMG","494",2400,3
2025,"105765L","SAD LIQUID LIP COLOR BELLA","SSL","494",1200,3
2024,"105760D","DAMSEL-SMUDGESTICK REBRAND","SSL","494",1200,5
2023,"105788","Lip Liner SHRINK SLEEVE HAUTE PINK","NMG","494",2400,3
2022,"105760E","TURQUOISE - SMUDGESTICK REBRAND","SSL","949",1200,5
2021,"105770a","BROW FIX KIT - MEDIUM","NMG","495",2880,5
2020,"105765V","sad liquid lip color-venezia","SSL","494",1200,3
2019,"105731A","Hourglass EQ day Fluid Cello Film ","HGC","494",120,1
2018,"105782Z","SAD LIQUID LIP COLOR CARAMELLO","SSL","494",1200,3
2017,"105760C","PURPLE TANG - SMUDGESTICK REBRAND","SSL","949",1200,5
2016,"105765G","SAD LIQUID LIP COLOR CARAMELLO","SSL","494",1200,3
2015,"105765Z","SAD LIQUID LIP COLOR FIERY","SSL","494",1200,3
2014,"105787","ESPRESSO SMUDGESTICK","SSL","494",1200,4
2013,"105770","brow fix kit- light","NMG","495",2880,5
2012,"105756C","MAGIC 6MG","REJ","494",1800,5
2011,"105786","BROW FIX KIT - DARK","nmg","495",2880,5
2010,"105756B","Magic Ohms: Magic 3mg ","REJ","494",1800,5
2009,"105629","metallic umber smudgestick","SSL","494",1200,4
2008,"105756a","magic ohms 0mg","REJ","494",1700,6
2007,"105756i","Drip Treats: blueberry deligth 6mg","REJ","494",1800,5
2006,"105756H","Drip Treats: blueberry deligth 3mg ","REJ","494",1800,5
2005,"105768","even touch-natural","NMG","495",1980,6
2004,"105756g","Drip Treats: blueberry deligth","REJ","495",1800,5
2003,"105782B","SAD LIQUID LIP COLOR-BACCA","SSL","494",1200,3
2002,"105782A","sad liquid lip color-CHIANTI","SSL","494",1200,3
2001,"105756F","Drip Treats: Strawberry Pleasure 6mg","REJ","494",1800,5
2000,"105765B","SAD LIQUID LIP COLOR-BACI","SSL","949",1200,4
1999,"105760F","SPICE SMUDGESTICK REBRAND","SSL","494",1200,5
1998,"105765M","SAD LIQUID LIP COLOR AMALIFI","SSL","494",1200,3
1997,"105760G","TETRA-SMUDGESTICK REBRAND","SSL","494",1200,5
1996,"105756E","Drip Treats: Strawberry Pleasure 3mg","REJ","494",1800,5
1995,"105622","STINGRAY-SMUDGESTICK","SSL","494",1200,4
1994,"105756D","Drip Treats: Strawberry Pleasure 0mg ","REJ","494",1800,5
1993,"105762","sharpener duo","NMG","495",2800,5
1992,"105763B","SAD LIQUID LIP COLOR -BESO","SSL","494",1200,4
1991,"105765R","SAD LIQUID LIP COLOR-RICCO","SSL","949",1200,3
1990,"105765A","SAD LIQUID LIP COLOR CARAMELLO","SSL","494",1200,3
1989,"105755","BOTICARIO HAND CREAM","ABI","495",840,3
1988,"105657Q","DEFUNK IT  HAND WASH KIT","GCL","495",240,1
1987,"105764A","sad liquid lip color-CHIANTI","SSL","494",1200,3
1986,"105764","SAD LIQUID LIP COLOR-BACI","SSL","494",1200,4
1985,"105763A","SAD LIQUID LIP COLOR CARAMELLO","SSL","494",1200,4
1984,"105763","SAD LIQUID LIP COLOR-PATINA","SSL","949",1200,3
1983,"105760B","BLUEFIN-SMUDGESTICK REBRAND","SSL","949",1200,5
1982,"105760A","MORAY-SMUDGESTICK REBRAND","SSL","494",1200,5
1981,"105760","LIONFISH-SMUDGESTICK REBRAND","SSL","494",1200,5
1980,"105738","SLUSH: LEMON-0MG","DVL","COOLEY",1200,6
1979,"105759","EASY BROW--DARK   BROWN","NMG","495",2800,5
1978,"9999T","DIE CUT TRAINING","TWP","494",100,2
1977,"105730","TRIPLIPIDERM CELLO WRAP ","TRI ","494",180,4
1976,"105754A","FABULINER SHRINK SLEEVING","JCC","494",1800,3
1975,"105736O","AROUND TOWN BROWN","JCC","494",4200,4
1974,"105754","FABULINER  BLISTER","JCC","495",2800,5
1973,"105736P","DUSK TILL BRONZE","JCC","494",4200,4
1971,"105730B","GLUING","TRI","494",100,1
1970,"105736W","UPHOLD GOLD","JCC","494",2400,4
1969,"105752","HUGE MASCARA UPC LABEL APPLICATION","SSL","494",1200,2
1968,"105747S","cream to powder- SOFT BEIGE","NMG","495",1980,6
1967,"105736T","IMMORTAL METAL","JCC","494",2400,4
1966,"105736R","WINK PINCK","JCC","494",2400,4
1965,"105747B","cream to powder- BUFF","NMG","495",1980,6
1964,"105736Q","FOREVER SAND","JCC","494",2400,4
1963,"105730A","TRILIPIDERM CELLO FILM ","TRI","494",0,1
1962,"105745B","CJ-PORTFOLIO BROCHURE","ISD","494",720,4
1961,"105747W","cream to powder- WARM BEIGE","NMG","495",1980,6
1960,"105747P","cream to powder- PECAN","NMG","495",1980,6
1959,"105625","LIONFISH-SMUDGESTICK","SSL","494",1200,4
1958,"105742A","BESO DELUXE WITH UPC ON CAP RE-LABELING","SSL","494",1200,4
1957,"105745A","CJ-GREEN BROCHURE","ISD","494",720,4
1956,"105746A","lips are sealed set","SSL","494",1200,6
1955,"105657D","DEFUNK IT  HAND WASH KIT","GCL","495",480,2
1954,"105744","Backstage Beauty Icons Set- INTL","SSL","494",600,5
1953,"105710a","cream to powder- almond","NMG","495",1980,6
1952,"105746","lips are sealed set","SSL","494",1200,5
1951,"105747","cream to powder-medium beige","NMG","495",1980,6
1950,"105743","Backstage Beauty Icons Set-Domestic","SSL","494",600,5
1949,"105736A","MADE TO LAST LIQ. EYESHADOW SHRINK- AROUND TOWN BR","JCC","949",2400,4
1948,"105657b","inner pack 2 defunk-it","GCL","495",1200,2
1947,"105657a","INNER PACK 1 (DEFUNK -IT)","gcl","495",1200,2
1946,"105741D","BROW FIX KIT - DARK","NMG","495",2880,5
1945,"105736D","MADE TO LAST LIQ. EYESHADOW SHRINK- DUSK TILL BRON","JCC","949",2400,4
1944,"105741l","brow fix kit- light","NMG","495",2880,5
1943,"105718B","MBCCH- 3pcs chip box","NMG","494",10000,3
1942,"105718","FOLDING AND GLUING MBCCH","NMG","494",10000,3
1941,"105736U","MADE TO LAST LIQ. EYESHADOW SHRINK- UPHOLD GOLD","JCC","949",2400,4
1940,"105742","BESO DELUXE WITH UPC ON CAP","SSL","494",1200,2
1939,"105736I","MADE TO LAST LIQ. EYESHADOW SHRINK-IMMORTAL METAL","JCC","949",2400,4
1938,"105739F","SAD LIQUID LIP COLOR FIERY","SSL","494",1200,4
1937,"105741","BROW FIX KIT - MEDIUM","NMG","495",2880,5
1936,"105714C","sad liquid lip color-CARINA","SSL","494",1200,4
1935,"105736F","MADE TO LAST LIQ. EYESHADOW SHRINK- FOREVER SAND","JCC","949",2400,4
1934,"105739D","sad liquid lip color- DOLCE","SSL","494",1200,3
1933,"105657C","INNER PACK 3 (DEFUNK -IT)","GCL","494",1200,2
1932,"105739","SAD LIQUID LIP COLOR ARIA","SSL","494",1200,4
1931,"105731","HOURGLAS EQ SKIN ACTIVE CELLO WRAP","HGC","494",180,5
1930,"105736","MADE TO LAST LIQ. EYESHADOW SHRINK-NOT A WINK PINK","JCC","949",2400,4
1929,"105732","HOURGLASS EQ DAY FLUID CELLO FILM","HGC","494",180,5
1928,"105287","VIOLET-SMUDGESTICK","SSL","494",1200,6
1927,"105732A","HOURGLASS EQ DAY FLUID CELLO FILM","HGC","494",100,1
1926,"105577","STINGRAY-SMUDGESTICK","SSL","494",1200,6
1925,"105628","GILDED-SMUDGESTICK","ssl","494",1200,6
1924,"105627","TETRA-SMUDGESTICK","ssl","494",1200,6
1923,"105734","sad liquid lip color-venezia","ssl","494",1200,4
1922,"105717A","3pcs chip box  FOLDING AND GLUING","NMG","494",10000,3
1921,"105717","3pcs chip box stripping","NMG","494",1000,2
1920,"105725u","undercover concealer","JCC","495",2800,5
1919,"105726","BEST LASH MASCARA- BLISTER","JCC","495",1000,4
1918,"105714R","SAD LIQUID LIP COLOR-TESORO","SSL","494",1200,4
1917,"105714T","SAD LIQUID LIP COLOR BESO","SSL","494",1200,4
1916,"105728A","Fabubrow Shrink Sleeve-Medium Brown ","jcc","494",2400,3
1915,"105729R","SAD LIQUID LIP COLOR-RICCO","SSL","494",1200,3
1914,"105713A","red wrapped extention tubes bulkpack","BPL","cooley",2780,3
1913,"105711","EASY  BROW- natural  taupe","NMG","495",2800,5
1912,"105580","gilded-smudgestck","SSL","494",1200,6
1911,"105729","SAD LIQUID LIP COLOR-como","SSL","494",1200,3
1910,"105676r","brow wiz -medium BROWN","ABH","494",1200,4
1909,"105728","Fabubrow Shrink Sleeve","JCC","494",2400,3
1908,"105724 ","SAD LIQUID LIP COLOR-PATINA","SSL","494",3,1200
1907,"105725","FABULINER  BLISTER","JCC","495",2800,5
1906,"105624","lionfsh-smudgestick","SSL","494",1200,6
1905,"105483","MIDNIGHT GREN-SMUDGESTICK","SSL","494",1200,6
1904,"105671B","EASYLINER-BLACK","NMG","495",2800,5
1903,"105714F","SAD LIQUID LIP COLOR FIORE","SSL","494",1200,3
1902,"105723","BROW EYE HIGHLIGHTER- MATTE BEIGE","NMG","495",2800,5
1901,"105446","BLACK AMETHYST-SMUDGSTIK","SSL","494",1200,6
1900,"105713","GREEN WRAPPED EXTENSION TUBES BULKPACK","BPL","COOLEY",2700,2
1899,"105712","BROW SHAPING CLEAR GEL BLISTER","NMG","495",2800,5
1898,"105693","FABULINER BOLD SHRINK SLEEVING  ","JCC","494",1800,3
1897,"105708","SLUSH: CHERRY-0MG","DVL","COOLEY",1200,6
1896,"105714A","SAD LIQUID LIP COLOR AMORE","SSL","494",1200,3
1895,"105722","SAD LIQUID LIP COLOR BELLA","SSL","494",1200,3
1894,"105721","caramello deluxe with upc on cap","SSL","494",1200,2
1893,"105716","SAD LIQUID LIP COLOR FIRENZE","SSL","494",1200,3
1892,"105670B","SAD LIQUID LIP UNIT CARTON OVERLABEL- BESO","ssl","494",1200,3
1891,"105579","DAMSEL -SMUDGESTICK","SSL","494",1200,6
1890,"105714","SAD LIQUID LIP COLOR BELLISSIMA","SSL","494",1200,3
1889,"105670T","SAD LIQUID LIP UNIT CARTON OVERLABEL-TESORO","SSL","494",1200,3
1888,"105709","brow fix kit-medium","NMG","495",2880,5
1887,"105670F","SAD LIQUID LIP UNIT CARTON OVERLABEL FIORE","SSL","494",1200,3
1886,"105710","cream to powder-sand","NMG","495",1980,6
1885,"105676Q","brow wiz -medium BROWN","abh","494",1200,4
1884,"105656P","LIP LINER SHRINK SLEEVE PRETTY PINK ","NMG","494",2400,3
1883,"105547T","EVEN  TOUCH- NATURAL TAN","NMG","495",1980,6
1882,"105582","SAD BROW LINER DARK","SSL","494",1200,4
1881,"105584","SAD BROW LINER-MEDIUM","SSL","494",1200,4
1880,"105705","SHAVE CREAM","ABI","494",840,3
1879,"105518","SAD BROW LINER LIGHT","SSL","494",1200,4
1878,"105707","SAD LIQUID LIP COLOR BELLA","SSL","494",1200,3
1877,"1056771","SOUR -6MG","DEJ","494",1200,6
1876,"105673","BAXTER WHITE WOOD SERIES CELLO WRAP","BOC","494",12000,6
1875,"105671D","EASY BROW- DARK BROWN","NMG","495",2800,5
1874,"105677H","SOUR-3MG","DEJ","494",12000,6
1872,"105706","SAD LIQUID LIP COLOR COMO","SSL","494",1200,3
1871,"105677G","SOUR-OMG","DEJ","499",12000,6
1870,"105690R","SAD LIQUID LIP COLOR ARIA","SSL","494",1200,3
1869,"105677C","GG-6mg","DEJ","494",1200,6
1868,"105576","Stingray smudgestick ","SSL","494",1200,6
1867,"105677B","OG-3MG","DEJ","494",1200,6
1866,"105698D","SAD LIQUID LIP COLOR DOLCE","SSL","494",1200,3
1865,"105677A","DANK E JUICE OG-0mg FILL","DEJ","COOLEY",1200,6
1864,"105677f","PERP 6MG","DEJ","COOLEY",1200,6
1863,"105691R","brown define -auburn","abh","494",3,500
1862,"105698A","SAD LIQUID LIP COLOR AMORE","SSL","494",1200,3
1861,"105677E","DANK E JUICE","DEJ","494",1200,6
1860,"105677D","PURP-OMG","DEJ","COOLEY",1200,6
1859,"105700","FABULINER  BLISTER","JCC","495",2800,5
1858,"105698P","SAD LIQUID LIP COLOR PATINA","SSL","494",1200,3
1857,"105698","SAD LIQUID LIP COLOR FIRENZE","SSL","494",1200,3
1856,"105616","LUXURY CONDITION 8.5 OZ","LTI","494",1200,4
1855,"105697","SAD LIQUID LIP UNIT CARTON OVERLABEL -FIRENZE","ssl","494",1200,3
1854,"105670d","SAD LIQUID LIP UNIT CARTON OVERLABEL DOLCE","SSL","494",1200,3
1853,"105637","LIP LINER SHRINK SLEEVE NUDE","NMG","494",2400,3
1852,"105696","huge mascara upc label application","SSL","494",1200,2
1851,"105638s","lip liner  shrink sleeve spice","NMG","494",2400,3
1850,"105691D","BROW DEFINER - AUBURN","ABH","494",1200,4
1849,"105691 ","BROW DEFINER  GRANITE","ABH","494",2400,5
1848,"105691F","BROW DEFINER CARAMEL","ABH","494",2400,5
1847,"105616S","LUXURY SHAMPOO 8.5 OZ","LTI","494",1200,4
1846,"105691A","BEOWN DEFINE TAUPE","ABH","494",2400,5
1845,"105610m","cream to powder-medium beige","nmg","495",1980,6
1844,"105690B","SAD LIQUID LIP COLOR-ricco","SSL","494",1200,3
1843,"105690c","sad liquid lip color caramello","SSL","494",1200,3
1842,"105690a","SAD LIQUID LIP COLOR-chianti","SSL","494",1200,3
1841,"105691B","BROW DEFINER AUBURN","ABH","494",2400,5
1840,"105687","brow  eye highlighter matte  beige","nmg","495",2800,5
1839,"105690","SAD LIQUID LIP COLOR-BACCA","SSL","494",1200,3
1838,"105686B","EVEN TOUCH- GOLDEN BEIGE","nmg","495",1980,6
1837,"105665","CASTOR OIL FILLING","MAE","494",1440,7
1836,"105686n","even touch- natural tan","nmg","495",1980,6
1835,"105659","SAVE  TOOTH - ASSEMBLY","PLL","494",900,7
1834,"105685","EYE TECH PERFECTION   - BLACK ","NMG","495",2800,5
1833,"105676","brow wiz_medium brown","abh","494",2400,5
1832,"105681","BEST  LASH  MASCARA-  BLISTER","JCC","495",1000,4
1831,"105680","corrugated pad","abh","494",1000,2
1830,"105656","BORDEAUX LIP LINERS  SHRINK SLEEVE","NMG","494",2400,3
1829,"105678a","BROW FIX KIT LIGHT","NMG","495",2880,5
1828,"105678b","BROW FIX KIT DARK","NMG","495",2880,5
1827,"105640h","green wrapped extension tubes bulkpackj","BPL","COOLEY",480,3
1826,"105640G","GREEN WRAPPED 100CT EXTENTION TUBES BOX","BPL","COOLEY",480,4
1825,"105289","LIONFISH-SMUDGESTICK","SSL","494",1200,6
1824,"105678C","BROW FIX KIT MEDIUM","NMG","495",2880,5
1823,"105596R","CONCEALER SHRINK SLEEVE","NMG","494",2,200
1822,"105640F","GREEN WRAPPED 100CT EXTENTION TUBES BAGS","BPL","COOLEY",960,4
1821,"105679B","SAD LIQUID LIP COLOR-BACI","SSL","494",1200,4
1820,"105671A","EASY BROW - DARK BROWN","NMG","495",2800,5
1819,"105670R","sad liquid lip unit  carton overlabel-RICCO","SSL","494",1200,3
1818,"105672","CONCEALER SHRINK SLEEVE","NMG","494",2400,3
1817,"105664G","MLQNCH 3PICCHIPBOX","NMG","495",10000,3
1816,"105675","TRILIPIDERM CELLO WRAP","TRI","494",180,4
1815,"105664F","MCFCH 3PCS CHIP BOX","NMG","495",10000,3
1814,"105656N","LIP LINER SHRINK SLEEVE-NUDE","NMG","494",2400,3
1813,"105656A","LIP LINER SHRINK SLEEVE-ALL NATURAL","NMG","494",3,2400
1812,"105640e","RED UNWRAPPED  EXTENSION TUBES bulkpack","BPL","COOLEY",4800,3
1810,"105671","EASY BROW NATURAL TAUPE","NMG","494 ",2800,5
1809,"105664","DIE CUTTING","NMG","494",1000,2
1808,"105670","sad liquid lip unit  carton overlabel","SSL","494",1200,3
1807,"105640d","RED UNWRAPPED 100CT EXTENSION TUBES BAG","BPL","494",960,4
1806,"105669","EASY BROW  DARK BROWN","NMG","495",2800,5
1805,"105305","blue fin-smudgestick","SSL","494",1200,6
1804,"105411","GRAPHITE SMUDGE STICK","SSL","494",1200,6
1803,"105631","ESPRESSO SMUDGE STICK","STILA","494",1200,6
1802,"105405","alpine smudge stick","SSL","494",1200,6
1801,"105662","BEST  LASH  MASCARA-  BLISTER","JCC","495",1000,4
1800,"105484","MORAY SMUDGE STICK","SSL","494",1200,6
1799,"105386L","EASYLINER- BLACK","NMG","495",2800,5
1798,"105660","LE QUILL BRUSH WITH FEATHER","SSL","494",1500,4
1797,"105547S","EVEN   TOUCH  - SHELL","NMG","495",1980,6
1796,"105649F","TWIST N SHINE -FRESH FIG","JCC","494",2400,4
1795,"105658","spice smudge stick","SSL","494",1200,6
1794,"105649H","TWIST N SHINE-HONEY LOVE","JCC","494",2400,4
1793,"105610C","CREAM   TO  POWDER -CARAMEL BROWN","NMG","495",6,1980
1792,"105656S","LIP LINER SHRINK SLEEVE SPICE","NMG","494 ",2400,3
1791,"105242","IPF REFILL 20 WATTS ASSEMBLY","SSL","494",600,5
1790,"105649R","TWIST N  SHINE- ROCK N ROUGE","JCC","494",2400,4
1789,"105644F","MALCCH 3 PIC BOX","NMG","494",10000,3
1788,"105653","STILA.COM SPRING 2016","SSL","494",720,6
1787,"105637S","LIP LINER SHRINK SLEEVE SPICE","NMG","494",2400,3
1786,"105637F","LIP LINER SHRINK SLEEVE FUCHSIA","NMG","494",2400,3
1785,"105649G","TWIST N SHINE- GORGEOUS  PEONY","jcc","494",2400,4
1784,"105402","COBALT - SMUDGESTICK ","SSL","494",1200,6
1783,"105655","STINGRAY SMUDGE STICK","SSL","494",1200,6
1782,"105636M","CREAM TO  POWDER COCOA MOCHA","NMG","495",1980,6
1781,"105679S","TWIST N SHINE SWEET PINK","JCC","494",2400,4
1780,"105640A","RED UNWRAPPED 200CT EXTENSION TUBES BAG","BPL","494",720,3
1779,"105404","SEPIA SMUDGE STICK","SSL","494",1200,6
1778,"105414","DEEP BURGANDY-SMUDGESTICK (NEW WHIP)","SSL","494",1200,6
1777,"105654","DAMEL-SUDGESTICK","SSL","494",1200,6
1776,"105636A","CREAM   TO  POWDER SOFT BEIGE","NMG","495",1980,6
1775,"105635B","LIP LINER SHRINK SLEEVE BORDEAUX","NMG","494",2400,3
1774,"105646","DIE CUTTING","NMG","494",1000,2
1773,"105635P","LIP LINER SHRINK SLEEVE PRETTY PINK","NMG","494",2400,3
1772,"105410","BLACK AMETHYST -SMUDGE STICK","SSL","494",1200,6
1771,"105647A","FABULINER BLISTER","JCC","495",2800,5
1770,"105679C","TWIST N SHINE CRANBERRY CRUSH","JCC","494",2400,4
1769,"105645f","3 pcs chip box Mcpch","nmg","494",10000,3
1768,"105386a","EASY BROW  DARK BROWN","NMG","495",2800,5
1767,"105640","RED UNWRAPPED 200CT EXTENSION TUBES BAG","BPL","494",900,2
1766,"105647","FABULINER SHRINK SLEEVING","JCC","494",1800,3
1765,"105652","BROW  SHAPING   CLEAR  GEL blister","NMG","495",2800,5
1764,"105413","spice smudge stick ","SSL","494",1200,6
1763,"105645","DIE CUTTING","NMG","494",10000,2
1762,"105648","BROW FIX KIT DARK","NMG","495",2880,5
1761,"105636","CREAM TO  POWDER-  WALNUT","NMG","495",1980,6
1760,"105649","Twist & Shine Nude Chic","JCC","494",2400,4
1759,"105611","BROW  SHAPING    CLEAR GEL BLISTER","NMG","495",2800,5
